SEQF10000.1	fna	2899ec613e83179b11380c0028d020ed	Fusobacterium necrophorum DJ-2 (fusobacteria)
SEQF10001.1	fna	0abb18a10e84fb4d81d59dcab312843e	Fusobacterium necrophorum BFTR-1 (fusobacteria)
SEQF10002.1	fna	76335899fb0fd8c1e6ad675288337179	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10003.1	fna	84a1566feaa7f4a351e3df63728cedc7	Fusobacterium necrophorum subsp. funduliforme B35 (fusobacteria)
SEQF10004.1	fna	b03bbd3d43f153ca5393caab605517c3	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10005.1	fna	23a11088e0a860910331f78ad80c37e6	Fusobacterium necrophorum DAB (fusobacteria)
SEQF10006.1	fna	fa901dd0ddc6242119a3a29b27f65d5a	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10007.1	fna	6fb90e53b8e5159e5f6199a28cb56b1b	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10008.1	fna	b4df41be75562f1fbc775a8c335843c7	Fusobacterium necrophorum (fusobacteria)
SEQF10009.1	fna	d89d87e4fbf0b0f71cc51a5198fe2f4b	Fusobacterium necrophorum (fusobacteria)
SEQF10011.1	fna	d5904421c5a2a09fde7b233c4640a485	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10012.1	fna	e622efbf0f0b184ebc7a53d441e554b1	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10013.1	fna	e9fd6a884d1b4b846c64c45bbe116d2f	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10014.1	fna	04ce58b9c4c9fb3bbe499c0706d0d885	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10015.1	fna	89b7e364f28702b310d1d3e7076d2d57	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10016.1	fna	f2a4d50066eca89b5a25b4c85f7fbe7a	Fusobacterium necrophorum (fusobacteria)
SEQF10017.1	fna	b5611b32aae0dd29bfc4532b83433b37	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10025.1	fna	4d1a0535a704e0d30ef932f005fd193d	Eggerthella lenta (actinobacteria)
SEQF10028.1	fna	af0524bf4df22e12032ec8ff9817512c	Eggerthella lenta (actinobacteria)
SEQF10029.1	fna	2f21ee81e84fc5b4c67f95e2a3e2bbf0	Eggerthella lenta (actinobacteria)
SEQF1003.1	fna	c02947039285ea63458a50913bcd90b6	Lancefieldella rimae ATCC 49626 (actinobacteria)
SEQF10031.1	fna	bc42070aa18c2b6b14d2371f26fc9fed	Eggerthella lenta (actinobacteria)
SEQF10032.1	fna	c3529fc7d1b0158061dea3e1e3a916ee	Eggerthella lenta (actinobacteria)
SEQF10034.1	fna	b4732f5a4ccf573dc8bc3acd6d892de5	Eggerthella lenta (actinobacteria)
SEQF10035.1	fna	9ced54130b07ca60ea9ee3809d117249	Eggerthella lenta (actinobacteria)
SEQF10036.1	fna	37e536876a217361073580ae2b6dddc7	Eggerthella lenta (actinobacteria)
SEQF10037.1	fna	ce0a67ea6b5160bdcb9e15759862a86c	Eggerthella lenta (actinobacteria)
SEQF10039.1	fna	a38845fe5664258e60b1c9d3bbff8543	Eggerthella lenta (actinobacteria)
SEQF10040.1	fna	ab0491b40ea1e58ebb53eb240486b263	Eggerthella lenta (actinobacteria)
SEQF10041.1	fna	788bd64f26d5c5698e6e242ff8ce7f3d	Eggerthella lenta (actinobacteria)
SEQF10042.1	fna	8d542d1a492fcc44e7e7c7b93998688a	Eggerthella lenta (actinobacteria)
SEQF10043.1	fna	10de5cc25b88f5b9921bd523c1698017	Eggerthella lenta (actinobacteria)
SEQF10045.1	fna	a0ad1a01e5c92494087a6c8714906e46	Eggerthella lenta (actinobacteria)
SEQF10046.1	fna	12054780f9b321e533f5a088c894766f	Eggerthella lenta (actinobacteria)
SEQF10047.1	fna	5df4b0bb3bf5bd07beef9aaf6a03f4cf	Eggerthella lenta (actinobacteria)
SEQF10049.1	fna	f464c555cba23032e95cf03386c606bc	Eggerthella lenta (actinobacteria)
SEQF10050.1	fna	fe8a9379aa1ee90657653486f1e83d26	Eggerthella lenta (actinobacteria)
SEQF10051.1	fna	b69bb2439518ec2b8e9ebc69f0c2c198	Eggerthella lenta (actinobacteria)
SEQF10055.1	fna	26090e6147b94ddafbe14cec212f303d	Eggerthella lenta (actinobacteria)
SEQF10056.1	fna	bd001e1180a42730487cc153657879fa	Eggerthella lenta (actinobacteria)
SEQF10057.1	fna	38ed72c07309e92ed0f5174225f80688	Eggerthella lenta (actinobacteria)
SEQF10059.1	fna	b8d471fd175c5c301d856b5a915ae020	Eggerthella lenta (actinobacteria)
SEQF1006.1	fna	a5b23aa71fd9d7c3e1bd4fc67099cd7c	Capnocytophaga ochracea F0287 (CFB group bacteria)
SEQF10061.1	fna	2862a2fdfa04b92043ee5222342fa3c3	Eggerthella lenta (actinobacteria)
SEQF10062.1	fna	4167428d3b69673d7d25caf22bff1bb8	Eggerthella lenta (actinobacteria)
SEQF10063.1	fna	6afde4fc4a5509b6dcc173e95821f81c	Eggerthella lenta (actinobacteria)
SEQF10064.1	fna	d55aa7ec85d0f2a515c047c2cfee9bcb	Eggerthella lenta (actinobacteria)
SEQF10065.1	fna	252ac09779e060cacc1b055e2d7fcebc	Eggerthella lenta 1_1_60AFAA (actinobacteria)
SEQF10066.1	fna	63f715100fc173838135f4ee0875550c	Eggerthella lenta (actinobacteria)
SEQF10067.1	fna	3ec5b5b2a13176ba442c34fce406a70b	Lentilactobacillus buchneri (firmicutes)
SEQF10069.1	fna	c4632dfa01800390f08a4c4bb383763a	Lentilactobacillus buchneri (firmicutes)
