SEQF10000.1	fna	03254745962ee0f3103619a5c75014c0	Fusobacterium necrophorum DJ-2 (fusobacteria)
SEQF10001.1	fna	30a13d7816a5579a449dbe79af1b59a1	Fusobacterium necrophorum BFTR-1 (fusobacteria)
SEQF10002.1	fna	0af90378e0868cd231441d7bdc6481c6	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10003.1	fna	930f57786d0722607543b1e3a01cb431	Fusobacterium necrophorum subsp. funduliforme B35 (fusobacteria)
SEQF10004.1	fna	03a95b11fd1d998e91840f35fb20ac53	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10005.1	fna	f0bc082ed8ce5cd4e3ec4bcb671926b9	Fusobacterium necrophorum DAB (fusobacteria)
SEQF10006.1	fna	fd72ed0c02704dca65b84cd73762b361	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10007.1	fna	f85db6fbacf3510b90ce6a6bfb948538	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10008.1	fna	8c24ea4ced05d8e1fe16de2627d1e480	Fusobacterium necrophorum (fusobacteria)
SEQF10009.1	fna	d4f427cc7b8525717f11c66add6f1c49	Fusobacterium necrophorum (fusobacteria)
SEQF10010.1	fna	7481dad0b6592b8e6bb2deac1b8f148f	Fusobacterium necrophorum (fusobacteria)
SEQF10011.1	fna	6e7cc55fbaacbc57f07bd3ac92eed2cb	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10012.1	fna	73e2645ef4b5e2e3e16f81476f1e1693	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10013.1	fna	8f7fa0006e56a14f9d726b02061f6f85	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10014.1	fna	dbe1e49bf8708e95586bb8f82710cd11	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10015.1	fna	cf7cec5e3555b23c4638a9e9689daee7	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10016.1	fna	c46ec6af33e24825ebf2b7856c88f8c1	Fusobacterium necrophorum (fusobacteria)
SEQF10017.1	fna	8cd585205306d1108608c36dab32bf23	Fusobacterium necrophorum subsp. funduliforme (fusobacteria)
SEQF10018.1	fna	ce2eb06f22d7828e0a1ce585e5baff76	Eggerthella lenta (actinobacteria)
SEQF10019.1	fna	56b2168077652ee3278cc4634be5ce3a	Eggerthella lenta (actinobacteria)
SEQF10020.1	fna	8c5874cc7fb870d8858e0bb65c21209c	Eggerthella lenta (actinobacteria)
SEQF10021.1	fna	2bcb9d6994a8328191174f2c2c2cddbd	Eggerthella lenta (actinobacteria)
SEQF10022.1	fna	052137702e4de6e297d976d8bef9d993	Eggerthella lenta (actinobacteria)
SEQF10023.1	fna	3618662ee8ef9503c7f91c4a54f9a72c	Eggerthella lenta (actinobacteria)
SEQF10024.1	fna	acb8857d32ad8cbcc349ec121a5dea06	Eggerthella lenta (actinobacteria)
SEQF10025.1	fna	fa2dcb0fc04c9058fbf95af208f9531d	Eggerthella lenta (actinobacteria)
SEQF10026.1	fna	e28846abd21e470c7f1c84409bc76ee1	Eggerthella lenta (actinobacteria)
SEQF10027.1	fna	518b20580ff346ca3a18924b08e990bc	Eggerthella lenta (actinobacteria)
SEQF10028.1	fna	382015be22d3e2afbf4c8bfc3b9dbb69	Eggerthella lenta (actinobacteria)
SEQF10029.1	fna	0579fb8c2c927947ddf3821938758d3b	Eggerthella lenta (actinobacteria)
SEQF1003.1	fna	4b9bf72bf2db4d38ff6d14204ec2e799	Lancefieldella rimae ATCC 49626 (actinobacteria)
SEQF10030.1	fna	7b805eb6af9341217ade1b9dc1205183	Eggerthella lenta (actinobacteria)
SEQF10031.1	fna	c75b13343ae4f7fbf914ef92d8a0f205	Eggerthella lenta (actinobacteria)
SEQF10032.1	fna	47a1ad0b41f7341c7e7c6bee6cab5989	Eggerthella lenta (actinobacteria)
SEQF10033.1	fna	f220684d2f0f3cede1ee3c8e15ac52c5	Eggerthella lenta (actinobacteria)
SEQF10034.1	fna	5a1501726fa79c800daedf24c0f13821	Eggerthella lenta (actinobacteria)
